編號,字元,UNICODE,區段,CNS11643,Big5,筆畫,部首
3999,窒,U+7A92,URO,1-5C44,B2BF,11,穴
4000,窕,U+7A95,URO,1-5C45,B2C0,11,穴
4001,窖,U+7A96,URO,1-6128,B5A2,12,穴
4002,窗,U+7A97,URO,1-6127,B5A1,12,穴
4003,窘,U+7A98,URO,1-6126,B57E,12,穴
4004,窞,U+7A9E,URO,2-4569,DF44,13,穴
4005,窟,U+7A9F,URO,1-6564,B85D,13,穴
4006,窠,U+7AA0,URO,1-6565,B85E,13,穴
4007,窣,U+7AA3,URO,2-4567,DF42,13,穴
4008,窩,U+7AA9,URO,1-6A24,BADB,14,穴
4009,窪,U+7AAA,URO,1-6A23,BADA,14,穴
4010,窮,U+7AAE,URO,1-6E2C,BD61,15,穴
4011,窯,U+7AAF,URO,1-6E2B,BD60,15,穴
4012,窰,U+7AB0,URO,3-4D5B,,15,穴
4013,窵,U+7AB5,URO,2-587E,EAB4,16,穴
4014,窸,U+7AB8,URO,2-587D,EAB3,16,穴
4015,窺,U+7ABA,URO,1-715D,BF73,16,穴
4016,窿,U+7ABF,URO,1-7455,C14B,17,穴
4017,竄,U+7AC4,URO,1-7675,C2AB,18,穴
4018,竅,U+7AC5,URO,1-7676,C2AC,18,穴
4019,竇,U+7AC7,URO,1-7A22,C475,20,穴
4020,竈,U+7AC8,URO,3-5E49,,21,穴
4021,竊,U+7ACA,URO,1-7C3D,C5D1,23,穴
4022,立,U+7ACB,URO,1-4721,A5DF,5,立
4023,竘,U+7AD8,URO,2-3160,D2FD,10,立
4024,站,U+7AD9,URO,1-573B,AFB8,10,立
4025,竟,U+7ADF,URO,1-5D7E,B3BA,11,音
4026,章,U+7AE0,URO,1-5D7D,B3B9,11,音
4027,竣,U+7AE3,URO,1-612A,B5A4,12,立
4028,童,U+7AE5,URO,1-6129,B5A3,12,立
4029,竭,U+7AED,URO,1-6A25,BADC,14,立
4030,端,U+7AEF,URO,1-6A26,BADD,14,立
4031,竳,U+7AF3,URO,3-556A,,17,立
4032,竵,U+7AF5,URO,3-5849,,18,立
4033,競,U+7AF6,URO,1-7A23,C476,20,立
4034,竹,U+7AF9,URO,1-484C,A6CB,6,竹
4035,竺,U+7AFA,URO,1-4F2A,AAC7,8,竹
4036,竻,U+7AFB,URO,2-2847,CDA7,8,竹
4037,竽,U+7AFD,URO,1-5275,ACF2,9,竹
4038,竿,U+7AFF,URO,1-5274,ACF1,9,竹
4039,笆,U+7B06,URO,1-573C,AFB9,10,竹
4040,笈,U+7B08,URO,2-3166,D344,10,竹
4041,笊,U+7B0A,URO,2-3167,D345,10,竹
4042,笐,U+7B10,URO,2-3161,D2FE,10,竹
4043,笑,U+7B11,URO,1-573D,AFBA,10,竹
4044,笒,U+7B12,URO,2-316A,D348,10,竹
4045,笙,U+7B19,URO,1-5C4B,B2C6,11,竹
4046,笚,U+7B1A,URO,2-3821,D6DC,11,竹
4047,笛,U+7B1B,URO,1-5C48,B2C3,11,竹
4048,笠,U+7B20,URO,1-5C46,B2C1,11,竹
4049,笢,U+7B22,URO,2-3773,D6D0,11,竹
4050,笥,U+7B25,URO,2-3771,D6CE,11,竹
4051,符,U+7B26,URO,1-5C4A,B2C5,11,竹
4052,笨,U+7B28,URO,1-5C47,B2C2,11,竹
4053,笪,U+7B2A,URO,2-3777,D6D4,11,竹
4054,第,U+7B2C,URO,1-5C49,B2C4,11,竹
4055,笱,U+7B31,URO,2-3779,D6D6,11,竹
4056,筁,U+7B41,URO,3-3D7B,,12,竹
4057,筅,U+7B45,URO,2-3E6A,DAE6,12,竹
4058,筆,U+7B46,URO,1-612D,B5A7,12,竹
4059,等,U+7B49,URO,1-612B,B5A5,12,竹
4060,筊,U+7B4A,URO,2-3E62,DADE,12,竹
4061,筋,U+7B4B,URO,1-6132,B5AC,12,竹
4062,筌,U+7B4C,URO,2-3E66,DAE2,12,竹
4063,筍,U+7B4D,URO,1-6131,B5AB,12,竹
4064,筏,U+7B4F,URO,1-6133,B5AD,12,竹
4065,筐,U+7B50,URO,1-612E,B5A8,12,竹
4066,筑,U+7B51,URO,1-6134,B5AE,12,竹
4067,筒,U+7B52,URO,1-612F,B5A9,12,竹
4068,答,U+7B54,URO,1-6130,B5AA,12,竹
4069,策,U+7B56,URO,1-612C,B5A6,12,竹
4070,筠,U+7B60,URO,1-6568,B861,13,竹
4071,筣,U+7B63,URO,2-4578,DF53,13,竹
4072,筧,U+7B67,URO,1-656A,B863,13,竹
4073,筨,U+7B68,URO,3-4355,,13,竹
4074,筩,U+7B69,URO,2-456F,DF4A,13,竹
4075,筮,U+7B6E,URO,1-6569,B862,13,竹
4076,筱,U+7B71,URO,2-4573,DF4E,13,竹
4077,筲,U+7B72,URO,2-4570,DF4B,13,竹
4078,筵,U+7B75,URO,1-6A2A,BAE1,14,竹
4079,筶,U+7B76,URO,2-4577,DF52,13,竹
4080,筷,U+7B77,URO,1-6566,B85F,13,竹
4081,箄,U+7B84,URO,1-6A31,BAE8,14,竹
4082,箅,U+7B85,URO,2-4C5F,E358,14,竹
4083,箋,U+7B8B,URO,1-6A29,BAE0,14,竹
4084,箍,U+7B8D,URO,2-4C5B,E354,14,竹
4085,箎,U+7B8E,URO,2-4C5E,E357,14,竹
4086,箏,U+7B8F,URO,1-6A2E,BAE5,14,竹
4087,箒,U+7B92,URO,3-485A,,14,竹
4088,箔,U+7B94,URO,1-6A2D,BAE4,14,竹
4089,箕,U+7B95,URO,1-6A28,BADF,14,竹
4090,算,U+7B97,URO,1-6A2B,BAE2,14,竹
4091,箝,U+7B9D,URO,1-6A2C,BAE3,14,竹
4092,箠,U+7BA0,URO,1-6E34,BD69,15,竹
4093,管,U+7BA1,URO,1-6A27,BADE,14,竹
4094,箬,U+7BAC,URO,2-5261,E6D9,15,竹
4095,箭,U+7BAD,URO,1-6E2D,BD62,15,竹
4096,箱,U+7BB1,URO,1-6E2E,BD63,15,竹
4097,箴,U+7BB4,URO,1-6E30,BD65,15,竹
4098,箶,U+7BB6,URO,4-4B7A,,15,竹
4099,箸,U+7BB8,URO,1-6A2F,BAE6,14,竹
4100,箼,U+7BBC,URO,4-4B74,,15,竹
4101,節,U+7BC0,URO,1-6567,B860,13,竹
4102,範,U+7BC4,URO,1-6E2F,BD64,15,竹
4103,篆,U+7BC6,URO,1-6E31,BD66,15,竹
4104,篇,U+7BC7,URO,1-6E32,BD67,15,竹
4105,築,U+7BC9,URO,1-7160,BF76,16,竹
4106,篋,U+7BCB,URO,2-525F,E6D7,15,竹
4107,篕,U+7BD5,URO,2-5927,EABB,16,竹
4108,篙,U+7BD9,URO,1-715E,BF74,16,竹
4109,篚,U+7BDA,URO,2-5929,EABD,16,竹
4110,篠,U+7BE0,URO,1-745B,C151,17,竹
4111,篡,U+7BE1,URO,1-7163,BF79,16,竹
4112,篤,U+7BE4,URO,1-7161,BF77,16,竹
4113,篦,U+7BE6,URO,1-7165,BF7B,16,竹
4114,篩,U+7BE9,URO,1-7164,BF7A,16,竹
4115,篱,U+7BF1,URO,2-5E39,EDCC,17,竹
4116,篷,U+7BF7,URO,1-7459,C14F,17,竹
4117,篼,U+7BFC,URO,3-556E,,17,竹
4118,篾,U+7BFE,URO,1-7458,C14E,17,竹
4119,簇,U+7C07,URO,1-7456,C14C,17,竹
4120,簍,U+7C0D,URO,1-7457,C14D,17,竹
4121,簏,U+7C0F,URO,2-5E28,EDBB,17,竹
4122,簑,U+7C11,URO,1-715F,BF75,16,竹
4123,簝,U+7C1D,URO,2-6253,F067,18,竹
4124,簞,U+7C1E,URO,1-767A,C2B0,18,竹
4125,簟,U+7C1F,URO,2-6251,F065,18,竹
4126,簡,U+7C21,URO,1-767C,C2B2,18,竹
4127,簣,U+7C23,URO,1-767B,C2B1,18,竹
4128,簧,U+7C27,URO,1-7678,C2AE,18,竹
4129,簪,U+7C2A,URO,1-7679,C2AF,18,竹
4130,簫,U+7C2B,URO,1-7677,C2AD,18,竹
4131,簷,U+7C37,URO,1-785D,C3B2,19,竹
4132,簸,U+7C38,URO,1-785B,C3B0,19,竹
4133,簽,U+7C3D,URO,1-785C,C3B1,19,竹
4134,簾,U+7C3E,URO,1-7859,C3AE,19,竹
4135,簿,U+7C3F,URO,1-785A,C3AF,19,竹
4136,籃,U+7C43,URO,1-7A25,C478,20,竹
4137,籇,U+7C47,URO,2-6956,F4A9,20,竹
4138,籌,U+7C4C,URO,1-7A24,C477,20,竹
4139,籍,U+7C4D,URO,1-7A26,C479,20,竹
4140,籐,U+7C50,URO,1-7A7B,C4F0,21,竹
4141,籗,U+7C57,URO,2-6D68,F6FA,22,竹
4142,籙,U+7C59,URO,2-6D6A,F6FC,22,竹
4143,籜,U+7C5C,URO,2-6D69,F6FB,22,竹
4144,籟,U+7C5F,URO,1-7B6D,C5A3,22,竹
4145,籠,U+7C60,URO,1-7B6C,C5A2,22,竹
4146,籣,U+7C63,URO,1-7C3F,C5D3,23,竹
4147,籤,U+7C64,URO,1-7C3E,C5D2,23,竹
4148,籬,U+7C6C,URO,1-7D25,C658,25,竹
4149,籮,U+7C6E,URO,1-7D26,C659,25,竹
4150,籯,U+7C6F,URO,2-715C,F96D,26,竹
4151,籲,U+7C72,URO,1-7D4B,C67E,32,竹
4152,米,U+7C73,URO,1-484D,A6CC,6,米
4153,籽,U+7C7D,URO,1-5276,ACF3,9,米
4154,粄,U+7C84,URO,2-316B,D349,10,米
4155,粅,U+7C85,URO,2-3171,D34F,10,米
4156,粉,U+7C89,URO,1-573E,AFBB,10,米
4157,粑,U+7C91,URO,2-316C,D34A,10,米
4158,粒,U+7C92,URO,1-5C4E,B2C9,11,米
4159,粕,U+7C95,URO,1-5C50,B2CB,11,米
4160,粗,U+7C97,URO,1-5C4F,B2CA,11,米
4161,粘,U+7C98,URO,2-3824,D6DF,11,米
4162,粙,U+7C99,URO,3-377E,,11,米
4163,粞,U+7C9E,URO,2-3E6C,DAE8,12,米
4164,粟,U+7C9F,URO,1-6135,B5AF,12,米
4165,粢,U+7CA2,URO,2-3E6B,DAE7,12,米
4166,粥,U+7CA5,URO,1-6136,B5B0,12,米
4167,粧,U+7CA7,URO,3-3D7E,F9DB,12,米
4168,粩,U+7CA9,URO,3-6627,,12,米
4169,粱,U+7CB1,URO,1-656B,B864,13,米
4170,粲,U+7CB2,URO,2-4579,DF54,13,米
4171,粳,U+7CB3,URO,1-656C,B865,13,米
4172,粵,U+7CB5,URO,1-656D,B866,13,米
4173,粹,U+7CB9,URO,1-6A32,BAE9,14,米
4174,粼,U+7CBC,URO,2-4C67,E360,14,米
4175,粽,U+7CBD,URO,1-6A33,BAEA,14,米
4176,精,U+7CBE,URO,1-6A34,BAEB,14,米
4177,粿,U+7CBF,URO,2-4C66,E35F,14,米
4178,糊,U+7CCA,URO,1-6E36,BD6B,15,米
4179,糋,U+7CCB,URO,2-526A,E6E2,15,米
4180,糍,U+7CCD,URO,3-4D6E,,15,米
4181,糒,U+7CD2,URO,2-5933,EAC7,16,米
4182,糕,U+7CD5,URO,1-7166,BF7C,16,米
4183,糖,U+7CD6,URO,1-7167,BF7D,16,米
4184,糗,U+7CD7,URO,2-5935,EAC9,16,米
4185,糙,U+7CD9,URO,1-7461,C157,17,米
4186,糜,U+7CDC,URO,1-745D,C153,17,米
4187,糝,U+7CDD,URO,1-7462,C158,17,米
4188,糞,U+7CDE,URO,1-745E,C154,17,米
4189,糟,U+7CDF,URO,1-7460,C156,17,米
4190,糠,U+7CE0,URO,1-745C,C152,17,米
4191,糧,U+7CE7,URO,1-767D,C2B3,18,米
4192,糯,U+7CEF,URO,1-7A27,C47A,20,米
4193,糰,U+7CF0,URO,1-7A28,C47B,20,米
4194,糴,U+7CF4,URO,2-6D6D,F740,22,米
4195,糶,U+7CF6,URO,2-712D,F8FD,25,米
4196,系,U+7CFB,URO,1-4B37,A874,7,糸
4197,糾,U+7CFE,URO,1-4F2B,AAC8,8,糸
4198,紀,U+7D00,URO,1-5279,ACF6,9,糸
4199,紂,U+7D02,URO,1-5277,ACF4,9,糸
4200,紃,U+7D03,URO,2-2C6B,D04A,9,糸
4201,約,U+7D04,URO,1-527C,ACF9,9,糸
4202,紅,U+7D05,URO,1-5278,ACF5,9,糸
4203,紈,U+7D08,URO,2-2C6C,D04B,9,糸
4204,紊,U+7D0A,URO,1-5742,AFBF,10,糸
4205,紋,U+7D0B,URO,1-5741,AFBE,10,糸
4206,納,U+7D0D,URO,1-574A,AFC7,10,糸
4207,紐,U+7D10,URO,1-5746,AFC3,10,糸
4208,紓,U+7D13,URO,2-3178,D356,10,糸
4209,純,U+7D14,URO,1-5745,AFC2,10,糸
4210,紕,U+7D15,URO,1-5747,AFC4,10,糸
4211,紗,U+7D17,URO,1-5740,AFBD,10,糸
4212,紙,U+7D19,URO,1-574B,AFC8,10,糸
4213,級,U+7D1A,URO,1-5748,AFC5,10,糸
4214,紛,U+7D1B,URO,1-574C,AFC9,10,糸
4215,紜,U+7D1C,URO,1-5749,AFC6,10,糸
4216,素,U+7D20,URO,1-5743,AFC0,10,糸
4217,紡,U+7D21,URO,1-573F,AFBC,10,糸
4218,索,U+7D22,URO,1-5744,AFC1,10,糸
4219,紥,U+7D25,URO,3-333B,,10,糸
4220,紨,U+7D28,URO,2-3835,D6F0,11,糸
4221,紩,U+7D29,URO,2-382E,D6E9,11,糸
4222,紫,U+7D2B,URO,1-613B,B5B5,12,糸
4223,紬,U+7D2C,URO,2-382D,D6E8,11,糸
4224,紮,U+7D2E,URO,1-5C54,B2CF,11,糸
4225,累,U+7D2F,URO,1-5C5B,B2D6,11,糸
4226,細,U+7D30,URO,1-5C58,B2D3,11,糸
4227,紲,U+7D32,URO,1-5C5D,B2D8,11,糸
4228,紳,U+7D33,URO,1-5C59,B2D4,11,糸
4229,紹,U+7D39,URO,1-5C55,B2D0,11,糸
4230,紺,U+7D3A,URO,2-382B,D6E6,11,糸
4231,絀,U+7D40,URO,1-5C57,B2D2,11,糸
4232,終,U+7D42,URO,1-5C5C,B2D7,11,糸
4233,絃,U+7D43,URO,1-5C52,B2CD,11,糸
4234,組,U+7D44,URO,1-5C5A,B2D5,11,糸
4235,絆,U+7D46,URO,1-5C51,B2CC,11,糸
4236,結,U+7D50,URO,1-6138,B5B2,12,糸
4237,絕,U+7D55,URO,1-613A,B5B4,12,糸
4238,絚,U+7D5A,URO,3-3E2E,,12,糸
4239,絜,U+7D5C,URO,2-3E78,DAF4,12,糸
4240,絞,U+7D5E,URO,1-6137,B5B1,12,糸
4241,絡,U+7D61,URO,1-613E,B5B8,12,糸
4242,絢,U+7D62,URO,1-6140,B5BA,12,糸
4243,給,U+7D66,URO,1-613F,B5B9,12,糸
4244,絨,U+7D68,URO,1-6139,B5B3,12,糸
4245,絪,U+7D6A,URO,2-3E75,DAF1,12,糸
4246,絭,U+7D6D,URO,2-3E77,DAF3,12,糸
4247,絮,U+7D6E,URO,1-613C,B5B6,12,糸
4248,統,U+7D71,URO,1-5C53,B2CE,11,糸
4249,絲,U+7D72,URO,1-613D,B5B7,12,糸
4250,絳,U+7D73,URO,1-6142,B5BC,12,糸
4251,絹,U+7D79,URO,1-656F,B868,13,糸
4252,綁,U+7D81,URO,1-6571,B86A,13,糸
4253,綉,U+7D89,URO,3-4369,,13,糸
4254,綏,U+7D8F,URO,1-6572,B86B,13,糸
4255,綑,U+7D91,URO,1-6570,B869,13,糸
4256,經,U+7D93,URO,1-656E,B867,13,糸
4257,綜,U+7D9C,URO,1-6A37,BAEE,14,糸
4258,綠,U+7DA0,URO,1-6A3A,BAF1,14,糸
4259,綢,U+7DA2,URO,1-6A40,BAF7,14,糸
4260,綣,U+7DA3,URO,2-4C6C,E365,14,糸
4261,綦,U+7DA6,URO,2-4C7C,E375,14,糸
4262,綬,U+7DAC,URO,1-6A47,BAFE,14,糸
4263,維,U+7DAD,URO,1-6A44,BAFB,14,糸
4264,綯,U+7DAF,URO,2-4C77,E370,14,糸
4265,綰,U+7DB0,URO,1-6A36,BAED,14,糸
4266,綱,U+7DB1,URO,1-6A3E,BAF5,14,糸
4267,網,U+7DB2,URO,1-6A3D,BAF4,14,糸
4268,綴,U+7DB4,URO,1-6A3C,BAF3,14,糸
4269,綵,U+7DB5,URO,1-6A42,BAF9,14,糸
4270,綸,U+7DB8,URO,1-6A43,BAFA,14,糸
4271,綹,U+7DB9,URO,2-4C78,E371,14,糸
4272,綺,U+7DBA,URO,1-6A3F,BAF6,14,糸
4273,綻,U+7DBB,URO,1-6A35,BAEC,14,糸
4274,綽,U+7DBD,URO,1-6A38,BAEF,14,糸
4275,綾,U+7DBE,URO,1-6A39,BAF0,14,糸
4276,綿,U+7DBF,URO,1-6A41,BAF8,14,糸
4277,緄,U+7DC4,URO,2-4C73,E36C,14,糸
4278,緊,U+7DCA,URO,1-6A3B,BAF2,14,糸
4279,緒,U+7DD2,URO,1-6A45,BAFC,14,糸
4280,緘,U+7DD8,URO,1-6E3B,BD70,15,糸
4281,線,U+7DDA,URO,1-6E40,BD75,15,糸
4282,緝,U+7DDD,URO,1-6E3D,BD72,15,糸
4283,緞,U+7DDE,URO,1-6E41,BD76,15,糸
4284,緟,U+7DDF,URO,2-5278,E6F0,15,糸
4285,締,U+7DE0,URO,1-6E37,BD6C,15,糸
4286,緣,U+7DE3,URO,1-6E3F,BD74,15,糸
4287,編,U+7DE8,URO,1-6E3E,BD73,15,糸
4288,緩,U+7DE9,URO,1-6E42,BD77,15,糸
4289,緪,U+7DEA,URO,2-526D,E6E5,15,糸
4290,緬,U+7DEC,URO,1-6E3C,BD71,15,糸
4291,緯,U+7DEF,URO,1-6E39,BD6E,15,糸
4292,緱,U+7DF1,URO,2-5275,E6ED,15,糸
4293,緲,U+7DF2,URO,1-6E45,BD7A,15,糸
4294,練,U+7DF4,URO,1-6E38,BD6D,15,糸
4295,緹,U+7DF9,URO,1-6E46,BD7B,15,糸
4296,緻,U+7DFB,URO,1-6E3A,BD6F,15,糸
4297,縈,U+7E08,URO,1-716A,BFA2,16,糸
4298,縉,U+7E09,URO,1-716F,BFA7,16,糸
4299,縊,U+7E0A,URO,1-7168,BF7E,16,糸
4300,縋,U+7E0B,URO,2-5944,EAD8,16,糸
4301,縐,U+7E10,URO,1-7170,BFA8,16,糸
4302,縒,U+7E12,URO,2-5938,EACC,16,糸
4303,縖,U+7E16,URO,2-5946,EADA,16,糸
4304,縛,U+7E1B,URO,1-716B,BFA3,16,糸
4305,縝,U+7E1D,URO,1-716E,BFA6,16,糸
4306,縟,U+7E1F,URO,2-593C,EAD0,16,糸
4307,縣,U+7E23,URO,1-716C,BFA4,16,糸
4308,縫,U+7E2B,URO,1-7469,C15F,17,糸
4309,縭,U+7E2D,URO,2-5E3D,EDD0,17,糸
4310,縮,U+7E2E,URO,1-7463,C159,17,糸
4311,縱,U+7E31,URO,1-746B,C161,17,糸
4312,縵,U+7E35,URO,1-7471,C167,17,糸
4313,縷,U+7E37,URO,1-7466,C15C,17,糸
4314,縹,U+7E39,URO,1-746F,C165,17,糸
4315,縺,U+7E3A,URO,2-5E4D,EDE0,17,糸
4316,總,U+7E3D,URO,1-746A,C160,17,糸
4317,績,U+7E3E,URO,1-7464,C15A,17,糸
4318,繁,U+7E41,URO,1-746D,C163,17,糸
4319,繃,U+7E43,URO,1-7468,C15E,17,糸
4320,繅,U+7E45,URO,1-746C,C162,17,糸
4321,繆,U+7E46,URO,1-7465,C15B,17,糸
4322,繏,U+7E4F,URO,3-5859,,18,糸
4323,繐,U+7E50,URO,2-625A,F06E,18,糸
4324,織,U+7E54,URO,1-767E,C2B4,18,糸
4325,繕,U+7E55,URO,1-7721,C2B5,18,糸
4326,繚,U+7E5A,URO,1-7723,C2B7,18,糸
4327,繞,U+7E5E,URO,1-7722,C2B6,18,糸
4328,繡,U+7E61,URO,1-7724,C2B8,18,糸
4329,繩,U+7E69,URO,1-7862,C3B7,19,糸
4330,繪,U+7E6A,URO,1-7863,C3B8,19,糸
4331,繫,U+7E6B,URO,1-785F,C3B4,19,糸
4332,繭,U+7E6D,URO,1-7860,C3B5,19,糸
4333,繳,U+7E73,URO,1-7864,C3BA,19,糸
4334,繷,U+7E77,URO,2-663D,F2B3,19,糸
4335,繹,U+7E79,URO,1-7861,C3B6,19,糸
4336,繼,U+7E7C,URO,1-7A2B,C47E,20,糸
4337,繽,U+7E7D,URO,1-7A2A,C47D,20,糸
4338,繾,U+7E7E,URO,2-695A,F4AD,20,糸
4339,纂,U+7E82,URO,1-7A2C,C4A1,20,糸
4340,續,U+7E8C,URO,1-7A7D,C4F2,21,糸
4341,纍,U+7E8D,URO,2-6B7A,F5EC,21,糸
4342,纏,U+7E8F,URO,1-7A7C,C4F1,21,糸
4343,纓,U+7E93,URO,1-7C41,C5D5,23,糸
4344,纖,U+7E96,URO,1-7C42,C5D6,23,糸
4345,纜,U+7E9C,URO,1-7D39,C66C,27,糸
4346,缶,U+7F36,URO,1-484F,A6CE,6,缶
4347,缸,U+7F38,URO,1-527E,ACFB,9,缶
4348,缺,U+7F3A,URO,1-574D,AFCA,10,缶
4349,缽,U+7F3D,URO,1-5C5F,B2DA,11,缶
4350,缾,U+7F3E,URO,2-3F22,DAFC,12,缶
4351,罅,U+7F45,URO,2-5E4E,EDE1,17,缶
4352,罈,U+7F48,URO,1-7727,C2BB,18,缶
4353,罌,U+7F4C,URO,1-7A2D,C4A2,20,缶
4354,罐,U+7F50,URO,1-7C64,C5F8,24,缶
4355,罔,U+7F54,URO,1-4F2C,AAC9,8,网
4356,罕,U+7F55,URO,1-4B38,A875,7,网
4357,罛,U+7F5B,URO,2-3224,D360,10,网
4358,罟,U+7F5F,URO,1-574E,AFCB,10,网
4359,罣,U+7F63,URO,2-3836,D6F1,11,网
4360,罨,U+7F68,URO,2-4631,DF6A,13,网
4361,罩,U+7F69,URO,1-6575,B86E,13,网
4362,罪,U+7F6A,URO,1-6576,B86F,13,网
4363,置,U+7F6E,URO,1-6574,B86D,13,网
4364,罰,U+7F70,URO,1-6A48,BB40,14,网
4365,署,U+7F72,URO,1-6577,B870,13,网
4366,罵,U+7F75,URO,1-6E47,BD7C,15,网
4367,罶,U+7F76,URO,2-5279,E6F1,15,网
4368,罷,U+7F77,URO,1-6E48,BD7D,15,网
4369,罹,U+7F79,URO,1-7171,BFA9,16,网
4370,罾,U+7F7E,URO,2-5E50,EDE3,17,网
4371,羅,U+7F85,URO,1-7865,C3B9,19,网
4372,羊,U+7F8A,URO,1-4850,A6CF,6,羊
4373,羌,U+7F8C,URO,1-4F2D,AACA,8,羊
4374,美,U+7F8E,URO,1-5321,ACFC,9,羊
4375,羓,U+7F93,URO,3-333D,,10,羊
4376,羔,U+7F94,URO,1-574F,AFCC,10,羊
4377,羚,U+7F9A,URO,1-5C61,B2DC,11,羊
4378,羞,U+7F9E,URO,1-5C60,B2DB,11,羊
4379,群,U+7FA4,URO,1-657A,B873,13,羊
4380,羨,U+7FA8,URO,1-6579,B872,13,羊
4381,義,U+7FA9,URO,1-6578,B871,13,羊
4382,羯,U+7FAF,URO,1-6E49,BD7E,15,羊
4383,羲,U+7FB2,URO,1-7172,BFAA,16,羊
4384,羴,U+7FB4,URO,3-585D,,18,羊
4385,羶,U+7FB6,URO,1-7866,C3BB,19,羊
4386,羸,U+7FB8,URO,1-7868,C3BD,19,羊
4387,羹,U+7FB9,URO,1-7867,C3BC,19,羊
4388,羼,U+7FBC,URO,1-7A7E,C4F3,21,羊
4389,羽,U+7FBD,URO,1-4851,A6D0,6,羽
4390,羿,U+7FBF,URO,1-5322,ACFD,9,羽
4391,翁,U+7FC1,URO,1-5751,AFCE,10,羽
4392,翅,U+7FC5,URO,1-5750,AFCD,10,羽
4393,翊,U+7FCA,URO,2-383B,D6F6,11,羽
4394,翌,U+7FCC,URO,1-5C62,B2DD,11,羽
4395,翍,U+7FCD,URO,2-383D,D6F8,11,羽
4396,翎,U+7FCE,URO,1-5C63,B2DE,11,羽
4397,習,U+7FD2,URO,1-5C64,B2DF,11,羽
4398,翔,U+7FD4,URO,1-6144,B5BE,12,羽
4399,翕,U+7FD5,URO,1-6145,B5BF,12,羽
4400,翟,U+7FDF,URO,1-6A4B,BB43,14,羽
4401,翠,U+7FE0,URO,1-6A49,BB41,14,羽
4402,翡,U+7FE1,URO,1-6A4A,BB42,14,羽
4403,翦,U+7FE6,URO,2-5323,E6F9,15,羽
4404,翩,U+7FE9,URO,1-6E4A,BDA1,15,羽
4405,翰,U+7FF0,URO,1-7173,BFAB,16,羽
4406,翱,U+7FF1,URO,1-7174,BFAC,16,羽
4407,翳,U+7FF3,URO,1-7475,C16B,17,羽
4408,翸,U+7FF8,URO,2-6267,F07B,18,羽
4409,翹,U+7FF9,URO,1-7728,C2BC,18,羽
4410,翻,U+7FFB,URO,1-7729,C2BD,18,羽
4411,翼,U+7FFC,URO,1-7476,C16C,17,羽
4412,耀,U+8000,URO,1-7A2E,C4A3,20,羽
4413,老,U+8001,URO,1-4852,A6D1,6,老
4414,考,U+8003,URO,1-4853,A6D2,6,老
4415,耄,U+8004,URO,1-5753,ACFE,10,老
4416,者,U+8005,URO,1-4F2F,AACC,8,老
4417,耆,U+8006,URO,1-5752,AFCF,10,老
4418,而,U+800C,URO,1-4854,A6D3,6,而
4419,耍,U+800D,URO,1-5324,AD41,9,而
4420,耎,U+800E,URO,2-2C73,D052,9,而
4421,耐,U+8010,URO,1-5323,AD40,9,而
4422,耒,U+8012,URO,1-4855,A6D4,6,耒
4423,耕,U+8015,URO,1-5755,AFD1,10,耒
4424,耖,U+8016,URO,2-322A,D366,10,耒
4425,耗,U+8017,URO,1-5757,AFD3,10,耒
4426,耘,U+8018,URO,1-5754,AFD0,10,耒
4427,耙,U+8019,URO,1-5756,AFD2,10,耒
4428,耞,U+801E,URO,2-3844,D740,11,耒
4429,耨,U+8028,URO,1-7176,BFAE,16,耒
4430,耩,U+8029,URO,2-5952,EAE6,16,耒
4431,耬,U+802C,URO,2-5E54,EDE7,17,耒
4432,耳,U+8033,URO,1-4856,A6D5,6,耳
4433,耶,U+8036,URO,1-5326,AD43,9,耳
4434,耽,U+803D,URO,1-5758,AFD4,10,耳
4435,耿,U+803F,URO,1-5759,AFD5,10,耳
4436,聆,U+8046,URO,1-5C67,B2E2,11,耳
4437,聊,U+804A,URO,1-5C66,B2E1,11,耳
4438,聒,U+8052,URO,1-6147,B5C1,12,耳
4439,聖,U+8056,URO,1-657B,B874,13,耳
4440,聘,U+8058,URO,1-657C,B875,13,耳
4441,聚,U+805A,URO,1-6A4D,BB45,14,耳
4442,聞,U+805E,URO,1-6A4C,BB44,14,耳
4443,聬,U+806C,URO,2-5953,EAE7,16,耳
4444,聯,U+806F,URO,1-747A,C170,17,耳
4445,聰,U+8070,URO,1-7479,C16F,17,耳
4446,聱,U+8071,URO,1-7477,C16D,17,耳
4447,聲,U+8072,URO,1-7478,C16E,17,耳
4448,聳,U+8073,URO,1-747B,C171,17,耳
4449,聶,U+8076,URO,1-772B,C2BF,18,耳
4450,職,U+8077,URO,1-772A,C2BE,18,耳
4451,聽,U+807D,URO,1-7B6F,C5A5,22,耳
4452,聾,U+807E,URO,1-7B6E,C5A4,22,耳
4453,聿,U+807F,URO,1-4857,A6D6,6,聿
4454,肄,U+8084,URO,1-657E,B877,13,聿
4455,肅,U+8085,URO,1-6148,B5C2,12,聿
4456,肆,U+8086,URO,1-657D,B876,13,聿
4457,肇,U+8087,URO,1-6A4E,BB46,14,聿
4458,肉,U+8089,URO,1-4858,A6D7,6,肉
4459,肋,U+808B,URO,1-4859,A6D8,6,肉
4460,肌,U+808C,URO,1-485A,A6D9,6,肉
4461,肓,U+8093,URO,1-4B3A,A877,7,肉
4462,肖,U+8096,URO,1-4B39,A876,7,肉
